from_title,from_date,to_title,to_date,years_between,long_shift_score,sentiment_delta,from_stance,to_stance,from_prediction_style,to_prediction_style,increased_themes,decreased_themes,explanation
Risk,2006-01-19,On Bubble Watch,2025-01-02,19.0,0.4795,-0.84,constructive,alarmed,warning,warning,"technology_ai (+3.62), macro (+2.66), psychology (+1.45)","risk (-24.91), prediction (-2.68), credit (-1.23)","stance moves from constructive to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+3.62), macro (+2.66), psychology (+1.45); less emphasis on risk (-24.91), prediction (-2.68), credit (-1.23)"
"What's It All About, Alpha?",2001-07-11,Easy Money,2024-01-09,22.5,0.4795,-0.5469,constructive,opportunistic,warning,warning,"rates (+27.63), cycles (+5.39), credit (+4.85)","risk (-5.66), valuation (-2.69), prediction (-0.67)","stance moves from constructive to opportunistic; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+27.63), cycles (+5.39), credit (+4.85); less emphasis on risk (-5.66), valuation (-2.69), prediction (-0.67)"
'Risk in Today's Markets' Revisited,1994-04-11,Calibrating,2020-04-06,26.0,0.4795,-0.3247,opportunistic,opportunistic,warning,forecasting,"uncertainty (+1.99), prediction (+1.77), valuation (+0.36)","rates (-9.01), credit (-6.14), psychology (-3.43)","prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on uncertainty (+1.99), prediction (+1.77), valuation (+0.36); less emphasis on rates (-9.01), credit (-6.14), psychology (-3.43)"
Now It’s All Bad?,2007-09-10,Yet Again?,2017-09-07,10.0,0.4794,-0.0564,constructive,opportunistic,warning,forecasting,"valuation (+7.82), politics (+0.43), technology_ai (+0.43)","credit (-10.64), risk (-7.73), rates (-1.81)","stance moves from constructive to opportunistic; prediction posture moves from warning to forecasting; greater emphasis on valuation (+7.82), politics (+0.43), technology_ai (+0.43); less emphasis on credit (-10.64), risk (-7.73), rates (-1.81)"
The Value of Predictions II (or 'Give That Man a Cigar'),1996-07-22,The Race to the Bottom,2007-02-14,10.6,0.4793,-0.25,constructive,constructive,forecasting,forecasting,"credit (+10.00), risk (+5.25), valuation (+2.32)","prediction (-19.77), macro (-3.38), rates (-3.21)","later memo is materially more defensive / bearish in tone; greater emphasis on credit (+10.00), risk (+5.25), valuation (+2.32); less emphasis on prediction (-19.77), macro (-3.38), rates (-3.21)"
The Role of Confidence,2013-08-05,On the Other Hand,2019-07-26,6.0,0.4793,0.561,constructive,constructive,forecasting,forecasting,"rates (+28.20), macro (+5.10), politics (+2.62)","cycles (-5.40), psychology (-3.55), uncertainty (-1.45)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+28.20), macro (+5.10), politics (+2.62); less emphasis on cycles (-5.40), psychology (-3.55), uncertainty (-1.45)"
The Route to Performance,1990-10-12,All That Glitters,2010-12-17,20.2,0.4791,-0.7717,constructive,humble,forecasting,forecasting,"valuation (+12.45), macro (+3.38), rates (+1.93)","credit (-3.01), risk (-3.01)","stance moves from constructive to humble; later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+12.45), macro (+3.38), rates (+1.93); less emphasis on credit (-3.01), risk (-3.01)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,What Can We Do For You?,2012-01-10,13.3,0.4791,-0.4947,constructive,opportunistic,warning,forecasting,"macro (+3.86), valuation (+2.03), uncertainty (+1.43)","credit (-6.82), rates (-2.67), cycles (-0.99)","stance moves from constructive to opportunistic; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on macro (+3.86), valuation (+2.03), uncertainty (+1.43); less emphasis on credit (-6.82), rates (-2.67), cycles (-0.99)"
Random Thoughts On The Identification Of Inv Opportunities,1994-01-24,The Pendulum in International Affairs,2022-03-23,28.2,0.479,-0.163,opportunistic,opportunistic,forecasting,forecasting,"macro (+4.82), cycles (+4.42), politics (+1.70)","credit (-13.93), valuation (-9.29), psychology (-6.08)","greater emphasis on macro (+4.82), cycles (+4.42), politics (+1.70); less emphasis on credit (-13.93), valuation (-9.29), psychology (-6.08)"
Whad’Ya Know?,2003-03-11,Sea Change,2022-12-13,19.8,0.479,-0.0663,opportunistic,opportunistic,forecasting,warning,"rates (+21.14), macro (+9.32), credit (+8.05)","prediction (-2.45), technology_ai (-0.44)","prediction posture moves from forecasting to warning; greater emphasis on rates (+21.14), macro (+9.32), credit (+8.05); less emphasis on prediction (-2.45), technology_ai (-0.44)"
It Is What It Is,2006-03-27,Uncertainty II,2020-05-28,14.2,0.479,-0.7316,opportunistic,humble,forecasting,forecasting,"uncertainty (+2.57), macro (+2.16), politics (+1.66)","risk (-2.75), cycles (-2.66), rates (-2.33)","stance moves from opportunistic to humble; later memo is materially more defensive / bearish in tone; greater emphasis on uncertainty (+2.57), macro (+2.16), politics (+1.66); less emphasis on risk (-2.75), cycles (-2.66), rates (-2.33)"
Safety First . . . But Where?,2001-04-10,The Impact of Debt,2024-05-08,23.1,0.4789,-0.359,opportunistic,opportunistic,forecasting,warning,"risk (+9.82), credit (+7.48), cycles (+1.41)","valuation (-5.33), macro (-3.63), technology_ai (-2.60)","prediction posture moves from forecasting to warning; later memo is materially more defensive / bearish in tone; greater emphasis on risk (+9.82), credit (+7.48), cycles (+1.41); less emphasis on valuation (-5.33), macro (-3.63), technology_ai (-2.60)"
On Uncertain Ground,2012-09-11,Go Figure!,2026-03-24,13.5,0.4788,0.585,constructive,constructive,forecasting,forecasting,"politics (+6.32), rates (+5.51), prediction (+1.70)","risk (-3.73), macro (-3.04), uncertainty (-2.60)","later memo is materially more constructive / bullish in tone; greater emphasis on politics (+6.32), rates (+5.51), prediction (+1.70); less emphasis on risk (-3.73), macro (-3.04), uncertainty (-2.60)"
There They Go Again,2005-05-06,Is It a Bubble?,2025-12-09,20.6,0.4787,-0.6424,constructive,alarmed,warning,forecasting,"technology_ai (+13.55), credit (+2.14), prediction (+0.93)","rates (-4.85), valuation (-4.07), macro (-1.99)","stance moves from constructive to alarmed; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+13.55), credit (+2.14), prediction (+0.93); less emphasis on rates (-4.85), valuation (-4.07), macro (-1.99)"
Notes from New York,2001-09-16,The Folly of Certainty,2024-07-17,22.8,0.4786,-0.25,constructive,humble,forecasting,forecasting,"rates (+9.55), macro (+8.68), prediction (+3.47)","risk (-4.06), credit (-0.41), technology_ai (-0.41)","stance moves from constructive to humble; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+9.55), macro (+8.68), prediction (+3.47); less emphasis on risk (-4.06), credit (-0.41), technology_ai (-0.41)"
It’s All Very Taxing,2011-11-16,Investing Without People,2018-06-18,6.6,0.4786,-0.3237,constructive,opportunistic,forecasting,forecasting,"valuation (+7.16), credit (+2.29), prediction (+0.66)","politics (-6.57), rates (-5.26), macro (-3.56)","stance moves from constructive to opportunistic; later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+7.16), credit (+2.29), prediction (+0.66); less emphasis on politics (-6.57), rates (-5.26), macro (-3.56)"
Open and Shut,2010-12-01,On Bubble Watch,2025-01-02,14.1,0.4785,-0.4414,opportunistic,alarmed,warning,warning,"valuation (+4.27), technology_ai (+3.86)","credit (-13.13), risk (-7.86), cycles (-5.67)","stance moves from opportunistic to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+4.27), technology_ai (+3.86); less emphasis on credit (-13.13), risk (-7.86), cycles (-5.67)"
The Realist's Creed,2002-05-31,Inspiration from the World of Sports,2015-10-22,13.4,0.4785,0.6486,constructive,constructive,forecasting,forecasting,none,"risk (-3.78), macro (-2.46), valuation (-2.17)","later memo is materially more constructive / bullish in tone; less emphasis on risk (-3.78), macro (-2.46), valuation (-2.17)"
Calibrating,2020-04-06,Is It a Bubble?,2025-12-09,5.7,0.4784,-0.4796,opportunistic,alarmed,forecasting,forecasting,"technology_ai (+15.07), credit (+2.39), cycles (+1.57)","risk (-3.09), uncertainty (-2.01), prediction (-1.30)","stance moves from opportunistic to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+15.07), credit (+2.39), cycles (+1.57); less emphasis on risk (-3.09), uncertainty (-2.01), prediction (-1.30)"
Pigweed,2006-12-07,Yet Again?,2017-09-07,10.8,0.4783,-0.4644,constructive,opportunistic,warning,forecasting,"valuation (+4.33), cycles (+2.30), psychology (+2.09)","risk (-4.06), rates (-1.11), prediction (-0.80)","stance moves from constructive to opportunistic; prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+4.33), cycles (+2.30), psychology (+2.09); less emphasis on risk (-4.06), rates (-1.11), prediction (-0.80)"
How Does An Inefficient Market Get That Way,1994-07-15,Warning Flags,2010-05-12,15.8,0.4783,-0.8,opportunistic,opportunistic,warning,warning,"psychology (+6.23), risk (+5.29), rates (+4.75)","valuation (-7.77), credit (-2.51), prediction (-1.50)","later memo is materially more defensive / bearish in tone; greater emphasis on psychology (+6.23), risk (+5.29), rates (+4.75); less emphasis on valuation (-7.77), credit (-2.51), prediction (-1.50)"
On the Other Hand,2019-07-26,The Calculus of Value,2025-08-13,6.1,0.4782,0.0172,constructive,constructive,forecasting,forecasting,"valuation (+23.82), psychology (+3.20), credit (+1.17)","rates (-32.52), macro (-11.07), politics (-3.33)","greater emphasis on valuation (+23.82), psychology (+3.20), credit (+1.17); less emphasis on rates (-32.52), macro (-11.07), politics (-3.33)"
What Worries Me,2008-08-28,On the Other Hand,2019-07-26,10.9,0.4782,-0.2475,constructive,constructive,forecasting,forecasting,"rates (+31.78), macro (+9.03), risk (+2.83)","valuation (-2.18), credit (-1.38), technology_ai (-0.56)","later memo is materially more defensive / bearish in tone; greater emphasis on rates (+31.78), macro (+9.03), risk (+2.83); less emphasis on valuation (-2.18), credit (-1.38), technology_ai (-0.56)"
Notes from New York,2001-09-16,Calibrating,2020-04-06,18.6,0.4782,0.2143,constructive,opportunistic,forecasting,forecasting,"valuation (+3.29), prediction (+2.84), uncertainty (+2.53)","politics (-1.32), psychology (-0.50), technology_ai (-0.41)","stance moves from constructive to opportunistic; later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+3.29), prediction (+2.84), uncertainty (+2.53); less emphasis on politics (-1.32), psychology (-0.50), technology_ai (-0.41)"
Liquidity,2015-03-25,Not Enough,2020-06-11,5.2,0.4781,0.3908,opportunistic,opportunistic,forecasting,forecasting,"macro (+5.01), politics (+1.53), psychology (+1.33)","valuation (-10.06), credit (-4.31), risk (-1.44)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+5.01), politics (+1.53), psychology (+1.33); less emphasis on valuation (-10.06), credit (-4.31), risk (-1.44)"
The Realist's Creed,2002-05-31,The Folly of Certainty,2024-07-17,22.1,0.4781,-0.3703,constructive,humble,forecasting,forecasting,"rates (+8.65), macro (+6.22), politics (+3.47)","valuation (-5.16), risk (-3.59), credit (-1.79)","stance moves from constructive to humble; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+8.65), macro (+6.22), politics (+3.47); less emphasis on valuation (-5.16), risk (-3.59), credit (-1.79)"
Oaktree at Ten,2005-04-11,Go Figure!,2026-03-24,21.0,0.478,-0.067,constructive,constructive,forecasting,forecasting,"rates (+8.81), politics (+8.46), macro (+5.95)","credit (-3.54), valuation (-0.93), risk (-0.87)","greater emphasis on rates (+8.81), politics (+8.46), macro (+5.95); less emphasis on credit (-3.54), valuation (-0.93), risk (-0.87)"
The Realist's Creed,2002-05-31,What Does the Market Know?,2016-01-19,13.6,0.4779,0.0472,constructive,opportunistic,forecasting,forecasting,"valuation (+10.74), credit (+8.53), psychology (+3.31)","risk (-1.45), macro (-1.31), technology_ai (-1.12)","stance moves from constructive to opportunistic; greater emphasis on valuation (+10.74), credit (+8.53), psychology (+3.31); less emphasis on risk (-1.45), macro (-1.31), technology_ai (-1.12)"
It’s All Good . . . Really?,2007-07-30,Gimme Credit,2025-03-06,17.6,0.4778,0.4721,opportunistic,constructive,forecasting,forecasting,"credit (+50.98), risk (+11.48), valuation (+6.09)","macro (-3.44), cycles (-3.18), politics (-0.64)","stance moves from opportunistic to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on credit (+50.98), risk (+11.48), valuation (+6.09); less emphasis on macro (-3.44), cycles (-3.18), politics (-0.64)"
Growing the Pie,2019-04-01,This Time It’s Different,2026-03-24,7.0,0.4777,-0.5641,opportunistic,alarmed,forecasting,forecasting,"rates (+15.56), credit (+8.78), macro (+8.59)",none,"stance moves from opportunistic to alarmed; later memo is materially more defensive / bearish in tone; greater emphasis on rates (+15.56), credit (+8.78), macro (+8.59)"
All That Glitters,2010-12-17,The Winds of Change,2021-11-23,10.9,0.4773,0.5481,humble,constructive,forecasting,forecasting,"politics (+4.33), technology_ai (+3.17), macro (+2.95)","valuation (-15.32), uncertainty (-2.26), rates (-1.30)","stance moves from humble to constructive; later memo is materially more constructive / bullish in tone; greater emphasis on politics (+4.33), technology_ai (+3.17), macro (+2.95); less emphasis on valuation (-15.32), uncertainty (-2.26), rates (-1.30)"
Risk and Return Today,2004-10-27,Selling Out,2022-01-13,17.2,0.4773,0.3625,opportunistic,opportunistic,warning,forecasting,psychology (+0.28),"credit (-11.71), risk (-11.65), rates (-5.92)","prediction posture moves from warning to forecasting; later memo is materially more constructive / bullish in tone; greater emphasis on psychology (+0.28); less emphasis on credit (-11.71), risk (-11.65), rates (-5.92)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,It’s All Very Taxing,2011-11-16,13.1,0.4771,0.0707,constructive,constructive,warning,forecasting,"politics (+5.54), macro (+2.81), rates (+1.11)","credit (-6.80), risk (-5.83), psychology (-2.77)","prediction posture moves from warning to forecasting; greater emphasis on politics (+5.54), macro (+2.81), rates (+1.11); less emphasis on credit (-6.80), risk (-5.83), psychology (-2.77)"
